date,home_team,away_team,home_score,away_score,tournament,country,neutral,home_elo,away_elo
2024-02-10,DR Congo,South Africa,0,0,African Nations Cup,Ivory Coast,True,1531.0,1576.0
2024-02-11,Ivory Coast,Nigeria,2,1,African Nations Cup,Ivory Coast,False,1618.0,1634.0
2024-03-21,Andorra,South Africa,1,1,Friendly tournament,Algeria,True,1115.0,1563.0
2024-03-21,Ecuador,Guatemala,2,0,Friendly,United States,True,1886.0,1481.0
2024-03-21,Cape Verde,Guyana,1,0,Friendly tournament,Saudi Arabia,True,1564.0,1268.0
2024-03-21,Mexico,Panama,3,0,CONCACAF Nations League,United States,True,1826.0,1733.0
2024-03-22,Colombia,Spain,1,0,Friendly,England,True,1995.0,2022.0
2024-03-22,Nigeria,Ghana,2,1,Friendly,Morocco,True,1641.0,1504.0
2024-03-22,Senegal,Gabon,3,0,Friendly,France,True,1774.0,1434.0
2024-03-22,Argentina,El Salvador,3,0,Friendly,United States,True,2139.0,1394.0
2024-03-23,Benin,Ivory Coast,2,2,Friendly,France,True,1348.0,1611.0
2024-03-23,Croatia,Tunisia,0,0,Friendly tournament,Egypt,True,1941.0,1684.0
2024-03-23,Canada,Trinidad and Tobago,2,0,Copa América qualifier,United States,True,1715.0,1417.0
2024-03-24,Jamaica,Panama,1,0,CONCACAF Nations League,United States,True,1637.0,1706.0
2024-03-24,Italy,Ecuador,2,0,Friendly,United States,True,1955.0,1873.0
2024-03-25,Cape Verde,Equatorial Guinea,1,0,Friendly tournament,Saudi Arabia,True,1579.0,1555.0
2024-03-26,Colombia,Romania,3,2,Friendly,Spain,True,1998.0,1664.0
2024-03-26,Argentina,Costa Rica,3,1,Friendly,United States,True,2140.0,1605.0
2024-03-26,Ghana,Uganda,2,2,Friendly,Morocco,True,1500.0,1360.0
2024-03-26,Senegal,Benin,1,0,Friendly,France,True,1776.0,1346.0
2024-03-26,New Zealand,Tunisia,0,0,Friendly tournament,Egypt,True,1525.0,1677.0
2024-03-26,Ivory Coast,Uruguay,2,1,Friendly,France,True,1629.0,1988.0
2024-05-31,Mexico,Bolivia,1,0,Friendly,United States,True,1805.0,1599.0
2024-06-03,Scotland,Gibraltar,2,0,Friendly,Portugal,True,1775.0,1046.0
2024-06-05,Uruguay,Mexico,4,0,Friendly,United States,True,1991.0,1795.0
2024-06-06,Afghanistan,Qatar,0,0,World Cup and Asian Cup qual,Saudi Arabia,True,1136.0,1629.0
2024-06-06,Haiti,Saint Lucia,2,1,World Cup qualifier,Barbados,True,1497.0,1088.0
2024-06-07,Czechia,Malta,7,1,Friendly,Austria,True,1773.0,1258.0
2024-06-08,Brazil,Mexico,3,2,Friendly,United States,True,2031.0,1791.0
2024-06-09,Argentina,Ecuador,1,0,Friendly,United States,True,2144.0,1869.0
2024-06-09,Panama,Montserrat,3,1,World Cup qualifier,Nicaragua,True,1710.0,1014.0
2024-06-09,Namibia,Tunisia,0,0,World Cup qualifier,South Africa,True,1374.0,1671.0
2024-06-11,Ivory Coast,Kenya,0,0,World Cup qualifier,Malawi,True,1623.0,1407.0
2024-06-12,Ecuador,Bolivia,3,1,Friendly,United States,True,1874.0,1594.0
2024-06-14,Germany,Scotland,5,1,European Championship,Germany,False,1937.0,1751.0
2024-06-14,Argentina,Guatemala,4,1,Friendly,United States,True,2145.0,1486.0
2024-06-15,Colombia,Bolivia,3,0,Friendly,United States,True,2014.0,1591.0
2024-06-15,Switzerland,Hungary,3,1,European Championship,Germany,True,1844.0,1791.0
2024-06-15,Spain,Croatia,3,0,European Championship,Germany,True,2057.0,1931.0
2024-06-16,England,Serbia,1,0,European Championship,Germany,True,1993.0,1788.0
2024-06-16,Ecuador,Honduras,2,1,Friendly,United States,True,1876.0,1510.0
2024-06-16,Netherlands,Poland,2,1,European Championship,Germany,True,1985.0,1734.0
2024-06-17,France,Austria,1,0,European Championship,Germany,True,2087.0,1852.0
2024-06-17,Slovakia,Belgium,1,0,European Championship,Germany,True,1713.0,1945.0
2024-06-18,New Zealand,Solomon Islands,3,0,Oceania Nations Cup,Vanuatu,True,1540.0,1237.0
2024-06-18,Turkey,Georgia,3,1,European Championship,Germany,True,1777.0,1636.0
2024-06-18,Portugal,Czechia,2,1,European Championship,Germany,True,2013.0,1765.0
2024-06-19,Scotland,Switzerland,1,1,European Championship,Germany,True,1758.0,1837.0
2024-06-19,Germany,Hungary,2,0,European Championship,Germany,False,1952.0,1776.0
2024-06-19,Albania,Croatia,2,2,European Championship,Germany,True,1634.0,1913.0
2024-06-20,Denmark,England,1,1,European Championship,Germany,True,1838.0,1982.0
2024-06-20,Argentina,Canada,2,0,Copa América,United States,True,2151.0,1714.0
2024-06-20,Spain,Italy,1,0,European Championship,Germany,True,2075.0,1938.0
2024-06-21,Vanuatu,New Zealand,0,4,Oceania Nations Cup,Vanuatu,False,1070.0,1550.0
2024-06-21,France,Netherlands,0,0,European Championship,Germany,True,2080.0,1992.0
2024-06-21,Austria,Poland,3,1,European Championship,Germany,True,1877.0,1709.0
2024-06-22,Mexico,Jamaica,1,0,Copa América,United States,True,1806.0,1626.0
2024-06-22,Portugal,Turkey,3,0,European Championship,Germany,True,2031.0,1759.0
2024-06-22,Czechia,Georgia,1,1,European Championship,Germany,True,1756.0,1645.0
2024-06-22,Belgium,Romania,2,0,European Championship,Germany,True,1961.0,1698.0
2024-06-22,Venezuela,Ecuador,2,1,Copa América,United States,True,1778.0,1842.0
2024-06-23,United States,Bolivia,2,0,Copa América,United States,False,1800.0,1580.0
2024-06-23,Uruguay,Panama,3,1,Copa América,United States,True,2003.0,1685.0
2024-06-23,Hungary,Scotland,1,0,European Championship,Germany,True,1800.0,1734.0
2024-06-23,Germany,Switzerland,1,1,European Championship,Germany,False,1938.0,1851.0
2024-06-24,Brazil,Costa Rica,0,0,Copa América,United States,True,2006.0,1641.0
2024-06-24,Colombia,Paraguay,2,1,Copa América,United States,True,2021.0,1704.0
2024-06-24,Croatia,Italy,1,1,European Championship,Germany,True,1915.0,1936.0
2024-06-24,Spain,Albania,1,0,European Championship,Germany,True,2079.0,1630.0
2024-06-25,France,Poland,1,1,European Championship,Germany,True,2060.0,1729.0
2024-06-25,England,Slovenia,0,0,European Championship,Germany,True,1967.0,1758.0
2024-06-25,Austria,Netherlands,3,2,European Championship,Germany,True,1910.0,1959.0
2024-06-25,Canada,Peru,1,0,Copa América,United States,True,1741.0,1715.0
2024-06-25,Argentina,Chile,1,0,Copa América,United States,True,2155.0,1722.0
2024-06-26,Venezuela,Mexico,1,0,Copa América,United States,True,1805.0,1779.0
2024-06-26,Belgium,Ukraine,0,0,European Championship,Germany,True,1951.0,1816.0
2024-06-26,Ecuador,Jamaica,3,1,Copa América,United States,True,1859.0,1609.0
2024-06-26,Turkey,Czechia,2,1,European Championship,Germany,True,1784.0,1731.0
2024-06-26,Georgia,Portugal,2,0,European Championship,Germany,True,1713.0,1963.0
2024-06-27,New Zealand,Tahiti,5,0,Oceania Nations Cup,Vanuatu,True,1560.0,1156.0
2024-06-27,United States,Panama,1,2,Copa América,United States,False,1761.0,1724.0
2024-06-27,Uruguay,Bolivia,5,0,Copa América,United States,True,2011.0,1572.0
2024-06-28,Colombia,Costa Rica,3,0,Copa América,United States,True,2030.0,1632.0
2024-06-28,Brazil,Paraguay,4,1,Copa América,United States,True,2019.0,1691.0
2024-06-29,Argentina,Peru,2,0,Copa América,United States,True,2161.0,1709.0
2024-06-29,Switzerland,Italy,2,0,European Championship,Germany,True,1897.0,1890.0
2024-06-29,Germany,Denmark,2,0,European Championship,Germany,False,1956.0,1816.0
2024-06-29,Canada,Chile,0,0,Copa América,United States,True,1740.0,1723.0
2024-06-30,England,Slovakia,2,1,European Championship,Germany,True,1976.0,1684.0
2024-06-30,Ecuador,Mexico,0,0,Copa América,United States,True,1853.0,1785.0
2024-06-30,Vanuatu,New Zealand,0,3,Oceania Nations Cup,Vanuatu,False,1091.0,1570.0
2024-06-30,Spain,Georgia,4,1,European Championship,Germany,True,2088.0,1704.0
2024-07-01,Portugal,Slovenia,0,0,European Championship,Germany,True,1950.0,1771.0
2024-07-01,France,Belgium,1,0,European Championship,Germany,True,2077.0,1934.0
2024-07-01,United States,Uruguay,0,1,Copa América,United States,False,1746.0,2026.0
2024-07-01,Panama,Bolivia,3,1,Copa América,United States,True,1746.0,1550.0
2024-07-02,Turkey,Austria,2,1,European Championship,Germany,True,1818.0,1876.0
2024-07-02,Netherlands,Romania,3,0,European Championship,Germany,True,1975.0,1682.0
2024-07-02,Brazil,Colombia,1,1,Copa América,United States,True,2020.0,2029.0
2024-07-02,Costa Rica,Paraguay,2,1,Copa América,United States,True,1661.0,1662.0
2024-07-04,Argentina,Ecuador,1,1,Copa América,United States,True,2143.0,1871.0
2024-07-05,Canada,Venezuela,1,1,Copa América,United States,True,1746.0,1820.0
2024-07-05,France,Portugal,0,0,European Championship,Germany,True,2068.0,1959.0
2024-07-05,Germany,Spain,1,2,European Championship,Germany,False,1933.0,2111.0
2024-07-06,Netherlands,Turkey,2,1,European Championship,Germany,True,1989.0,1804.0
2024-07-06,England,Switzerland,1,1,European Championship,Germany,True,1970.0,1903.0
2024-07-06,Colombia,Panama,5,0,Copa América,United States,True,2045.0,1730.0
2024-07-06,Brazil,Uruguay,0,0,Copa América,United States,True,2020.0,2026.0
2024-07-09,Spain,France,2,1,European Championship,Germany,True,2133.0,2046.0
2024-07-09,Argentina,Canada,2,0,Copa América,United States,True,2150.0,1739.0
2024-07-10,England,Netherlands,2,1,European Championship,Germany,True,1996.0,1963.0
2024-07-10,Colombia,Uruguay,1,0,Copa América,United States,True,2069.0,2002.0
2024-07-13,Canada,Uruguay,2,2,Copa América,United States,True,1755.0,1986.0
2024-07-14,Argentina,Colombia,1,0,Copa América,United States,True,2169.0,2050.0
2024-07-14,Spain,England,2,1,European Championship,Germany,True,2149.0,1980.0
2024-09-01,Guatemala,Uruguay,1,1,Friendly,United States,True,1482.0,1977.0
2024-09-05,Scotland,Poland,2,3,European Nations League A,Scotland,False,1708.0,1755.0
2024-09-06,Slovenia,Austria,1,1,European Nations League B,Slovenia,False,1771.0,1876.0
2024-09-06,Kazakhstan,Norway,0,0,European Nations League B,Kazakhstan,False,1464.0,1724.0
2024-09-06,Belgium,Israel,3,1,European Nations League A,Hungary,True,1940.0,1561.0
2024-09-06,Saint Lucia,Curaçao,2,1,CONCACAF Nations League B,Grenada,True,1115.0,1320.0
2024-09-07,Netherlands,Bosnia and Herzegovina,5,2,European Nations League A,Netherlands,False,1965.0,1474.0
2024-09-07,Mexico,New Zealand,3,0,Friendly,United States,True,1793.0,1562.0
2024-09-08,Portugal,Scotland,2,1,European Nations League A,Portugal,False,1975.0,1704.0
2024-09-08,Gambia,Tunisia,1,2,African Nations Cup qualifier,Morocco,True,1342.0,1679.0
2024-09-09,Senegal,Burundi,1,0,African Nations Cup qualifier,Malawi,True,1754.0,1312.0
2024-09-09,Ghana,Niger,1,1,African Nations Cup qualifier,Morocco,True,1499.0,1239.0
2024-09-09,DR Congo,Ethiopia,2,0,African Nations Cup qualifier,Tanzania,True,1575.0,1298.0
2024-09-09,Curaçao,Saint Martin,4,0,CONCACAF Nations League B,Grenada,True,1327.0,915.0
2024-09-09,Norway,Austria,2,1,European Nations League B,Norway,False,1747.0,1853.0
2024-09-09,Haiti,Sint Maarten,6,0,CONCACAF Nations League B,Puerto Rico,True,1516.0,892.0
2024-09-10,Hungary,Bosnia and Herzegovina,0,0,European Nations League A,Hungary,False,1766.0,1491.0
2024-09-10,Jordan,Palestine,3,1,World Cup qualifier,Malaysia,True,1630.0,1410.0
2024-09-10,North Korea,Qatar,2,2,World Cup qualifier,Laos,True,1407.0,1574.0
2024-09-10,Ivory Coast,Chad,2,0,African Nations Cup qualifier,Cameroon,True,1633.0,1158.0
2024-09-10,Canada,Mexico,0,0,Friendly,United States,True,1769.0,1792.0
2024-10-10,France,Israel,4,1,European Nations League A,Hungary,True,2019.0,1552.0
2024-10-10,Norway,Slovenia,3,0,European Nations League B,Norway,False,1775.0,1749.0
2024-10-10,Austria,Kazakhstan,4,0,European Nations League B,Austria,False,1857.0,1454.0
2024-10-11,Curaçao,Grenada,0,0,CONCACAF Nations League B,Saint Lucia,True,1314.0,1083.0
2024-10-11,New Zealand,Tahiti,3,0,World Cup qualifier,Vanuatu,True,1576.0,1179.0
2024-10-11,Bosnia and Herzegovina,Germany,1,2,European Nations League A,Bosnia and Herzegovina,False,1487.0,1960.0
2024-10-12,Croatia,Scotland,2,1,European Nations League A,Croatia,False,1917.0,1698.0
2024-10-13,Austria,Norway,5,1,European Nations League B,Austria,False,1876.0,1756.0
2024-10-14,Bosnia and Herzegovina,Hungary,0,2,European Nations League A,Bosnia and Herzegovina,False,1472.0,1786.0
2024-10-14,Czechia,Ukraine,1,1,European Nations League B,Poland,True,1740.0,1783.0
2024-10-14,Curaçao,Grenada,1,0,CONCACAF Nations League B,Saint Lucia,True,1322.0,1075.0
2024-10-15,Comoros,Tunisia,1,1,African Nations Cup qualifier,Ivory Coast,True,1391.0,1629.0
2024-10-15,Scotland,Portugal,0,0,European Nations League A,Scotland,False,1708.0,1984.0
2024-10-15,Sudan,Ghana,2,0,African Nations Cup qualifier,Libya,True,1434.0,1450.0
2024-10-15,Sierra Leone,Ivory Coast,1,0,African Nations Cup qualifier,Liberia,True,1329.0,1603.0
2024-10-15,Iran,Qatar,4,1,World Cup qualifier,United Arab Emirates,True,1832.0,1565.0
2024-11-14,Slovenia,Norway,1,4,European Nations League B,Slovenia,False,1714.0,1801.0
2024-11-14,Kazakhstan,Austria,0,2,European Nations League B,Kazakhstan,False,1436.0,1884.0
2024-11-14,Senegal,Burkina Faso,1,0,African Nations Cup qualifier,Mali,True,1769.0,1532.0
2024-11-14,Iran,North Korea,3,2,World Cup qualifier,Laos,True,1835.0,1393.0
2024-11-14,Tunisia,Madagascar,3,2,African Nations Cup qualifier,South Africa,True,1634.0,1301.0
2024-11-15,Scotland,Croatia,1,0,European Nations League A,Scotland,False,1734.0,1886.0
2024-11-15,Haiti,Sint Maarten,8,0,CONCACAF Nations League B,Puerto Rico,True,1527.0,911.0
2024-11-16,Germany,Bosnia and Herzegovina,7,0,European Nations League A,Germany,False,1977.0,1469.0
2024-11-16,Guinea,DR Congo,1,0,African Nations Cup qualifier,Ivory Coast,True,1510.0,1577.0
2024-11-17,Austria,Slovenia,1,1,European Nations League B,Austria,False,1871.0,1727.0
2024-11-17,Israel,Belgium,1,0,European Nations League A,Hungary,True,1601.0,1851.0
2024-11-17,Norway,Kazakhstan,5,0,European Nations League B,Norway,False,1806.0,1431.0
2024-11-18,Poland,Scotland,1,2,European Nations League A,Poland,False,1699.0,1759.0
2024-11-19,Palestine,South Korea,1,1,World Cup qualifier,Jordan,True,1407.0,1774.0
2024-11-19,Uzbekistan,North Korea,1,0,World Cup qualifier,Laos,True,1684.0,1387.0
2024-11-19,Bosnia and Herzegovina,Netherlands,1,1,European Nations League A,Bosnia and Herzegovina,False,1485.0,1938.0
2024-12-21,Qatar,United Arab Emirates,1,1,Gulf Cup,Kuwait,True,1553.0,1562.0
2024-12-22,Iraq,Yemen,1,0,Gulf Cup,Kuwait,True,1668.0,1091.0
2024-12-22,Bahrain,Saudi Arabia,3,2,Gulf Cup,Kuwait,True,1483.0,1517.0
2024-12-24,Oman,Qatar,2,1,Gulf Cup,Kuwait,True,1510.0,1529.0
2024-12-25,Saudi Arabia,Yemen,3,2,Gulf Cup,Kuwait,True,1520.0,1088.0
2024-12-25,Bahrain,Iraq,2,0,Gulf Cup,Kuwait,True,1528.0,1623.0
2024-12-28,Saudi Arabia,Iraq,3,1,Gulf Cup,Kuwait,True,1559.0,1584.0
2024-12-31,Oman,Saudi Arabia,2,1,Gulf Cup,Kuwait,True,1534.0,1536.0
2025-01-27,Jordan,Uzbekistan,0,0,Friendly,Qatar,True,1619.0,1682.0
2025-03-19,Kazakhstan,Curaçao,2,0,Friendly,Turkey,True,1426.0,1323.0
2025-03-20,Mexico,Canada,2,0,CONCACAF Nations League,United States,True,1800.0,1753.0
2025-03-20,Austria,Serbia,1,1,European Nations League A/B,Austria,False,1862.0,1818.0
2025-03-20,Ukraine,Belgium,3,1,European Nations League A/B,Spain,True,1836.0,1817.0
2025-03-20,Greece,Scotland,0,1,European Nations League A/B,Greece,False,1784.0,1787.0
2025-03-21,Egypt,Ethiopia,2,0,World Cup qualifier,Morocco,True,1663.0,1269.0
2025-03-21,Ivory Coast,Burundi,1,0,World Cup qualifier,Morocco,True,1585.0,1274.0
2025-03-22,Senegal,Sudan,0,0,World Cup qualifier,Libya,True,1755.0,1410.0
2025-03-23,Serbia,Austria,2,0,European Nations League A/B,Serbia,False,1843.0,1837.0
2025-03-23,Scotland,Greece,0,3,European Nations League A/B,Scotland,False,1742.0,1829.0
2025-03-23,Mexico,Panama,2,1,CONCACAF Nations League,United States,True,1817.0,1723.0
2025-03-24,Ghana,Madagascar,3,0,World Cup qualifier,Morocco,True,1462.0,1298.0
2025-03-25,Czechia,Gibraltar,4,0,World Cup qualifier,Portugal,True,1755.0,1052.0
2025-03-25,Palestine,Iraq,2,1,World Cup qualifier,Jordan,True,1427.0,1539.0
2025-03-25,South Africa,Benin,2,0,World Cup qualifier,Ivory Coast,True,1598.0,1408.0
2025-03-25,Norway,Israel,4,2,World Cup qualifier,Hungary,True,1829.0,1596.0
2025-05-28,Nigeria,Ghana,2,1,Friendly tournament,England,True,1569.0,1451.0
2025-05-31,Ghana,Trinidad and Tobago,4,0,Friendly tournament,England,True,1477.0,1395.0
2025-06-05,Spain,France,5,4,European Nations League,Germany,True,2167.0,2013.0
2025-06-05,DR Congo,Mali,1,0,Friendly,France,True,1577.0,1601.0
2025-06-06,Croatia,Gibraltar,7,0,World Cup qualifier,Portugal,True,1912.0,1051.0
2025-06-07,England,Andorra,1,0,World Cup qualifier,Spain,True,2011.0,1066.0
2025-06-07,New Zealand,Ivory Coast,1,0,Friendly tournament,Canada,True,1610.0,1576.0
2025-06-07,Switzerland,Mexico,4,2,Friendly,United States,True,1827.0,1802.0
2025-06-08,DR Congo,Madagascar,3,1,Friendly,France,True,1583.0,1318.0
2025-06-08,Portugal,Spain,2,2,European Nations League,Germany,True,2030.0,2157.0
2025-06-10,Mexico,Turkey,1,0,Friendly,United States,True,1813.0,1836.0
2025-06-10,Ukraine,New Zealand,2,1,Friendly tournament,Canada,True,1799.0,1602.0
2025-06-10,Curaçao,Haiti,5,1,World Cup qualifier,Aruba,True,1389.0,1498.0
2025-06-14,Mexico,Dominican Republic,3,2,CONCACAF Championship,United States,True,1815.0,1286.0
2025-06-15,United States,Trinidad and Tobago,5,0,CONCACAF Championship,United States,False,1703.0,1387.0
2025-06-15,Saudi Arabia,Haiti,1,0,CONCACAF Championship,United States,True,1609.0,1480.0
2025-06-16,Panama,Guadeloupe,5,2,CONCACAF Championship,United States,True,1739.0,1366.0
2025-06-17,Curaçao,El Salvador,0,0,CONCACAF Championship,United States,True,1389.0,1389.0
2025-06-17,Canada,Honduras,6,0,CONCACAF Championship,Canada,False,1799.0,1548.0
2025-06-18,Mexico,Suriname,2,0,CONCACAF Championship,United States,True,1821.0,1394.0
2025-06-19,Haiti,Trinidad and Tobago,1,1,CONCACAF Championship,United States,True,1473.0,1394.0
2025-06-19,United States,Saudi Arabia,1,0,CONCACAF Championship,United States,False,1715.0,1597.0
2025-06-20,Panama,Guatemala,1,0,CONCACAF Championship,United States,True,1750.0,1503.0
2025-06-21,Canada,Curaçao,1,1,CONCACAF Championship,United States,True,1778.0,1410.0
2025-06-22,Costa Rica,Mexico,0,0,CONCACAF Championship,United States,True,1684.0,1811.0
2025-06-22,United States,Haiti,2,1,CONCACAF Championship,United States,False,1721.0,1467.0
2025-06-22,Saudi Arabia,Trinidad and Tobago,1,1,CONCACAF Championship,United States,True,1584.0,1407.0
2025-06-24,Panama,Jamaica,4,1,CONCACAF Championship,United States,True,1773.0,1546.0
2025-06-24,Honduras,Curaçao,2,1,CONCACAF Championship,United States,True,1583.0,1396.0
2025-06-24,Canada,El Salvador,2,0,CONCACAF Championship,United States,True,1784.0,1362.0
2025-06-28,Panama,Honduras,1,1,CONCACAF Championship,United States,True,1761.0,1595.0
2025-06-28,Mexico,Saudi Arabia,2,0,CONCACAF Championship,United States,True,1827.0,1568.0
2025-06-29,United States,Costa Rica,2,2,CONCACAF Championship,United States,False,1712.0,1693.0
2025-06-29,Canada,Guatemala,1,1,CONCACAF Championship,United States,True,1768.0,1534.0
2025-07-02,United States,Guatemala,2,1,CONCACAF Championship,United States,False,1720.0,1526.0
2025-07-02,Mexico,Honduras,1,0,CONCACAF Championship,United States,True,1837.0,1585.0
2025-07-06,United States,Mexico,1,2,CONCACAF Championship,United States,False,1696.0,1861.0
2025-07-08,Japan,Hong Kong,6,1,East Asian Championship,South Korea,True,1858.0,1146.0
2025-07-12,Japan,China,2,0,East Asian Championship,South Korea,True,1862.0,1395.0
2025-08-29,Iran,Afghanistan,3,1,Central Asian Nations Cup,Tajikistan,True,1802.0,1056.0
2025-09-01,Iran,India,3,0,Central Asian Nations Cup,Tajikistan,True,1804.0,1172.0
2025-09-04,Saudi Arabia,North Macedonia,2,1,Friendly,Czechia,True,1580.0,1622.0
2025-09-04,Iraq,Hong Kong,2,1,King's Cup,Thailand,True,1553.0,1134.0
2025-09-05,France,Ukraine,2,0,World Cup qualifier,Poland,True,2066.0,1788.0
2025-09-05,Haiti,Honduras,0,0,World Cup qualifier,Curaçao,True,1474.0,1578.0
2025-09-06,Japan,Mexico,0,0,Friendly,United States,True,1882.0,1862.0
2025-09-08,Scotland,Belarus,2,0,World Cup qualifier,Hungary,True,1741.0,1475.0
2025-09-08,Algeria,Guinea,0,0,World Cup qualifier,Morocco,True,1695.0,1466.0
2025-09-09,Mexico,South Korea,2,2,Friendly,United States,True,1859.0,1774.0
2025-10-08,Egypt,Djibouti,3,0,World Cup qualifier,Morocco,True,1666.0,920.0
2025-10-08,Ghana,Central African Republic,5,0,World Cup qualifier,Morocco,True,1504.0,1216.0
2025-10-10,Ivory Coast,Seychelles,7,0,World Cup qualifier,Mauritius,True,1590.0,845.0
2025-10-10,Bolivia,Jordan,1,0,Friendly,Turkey,True,1697.0,1625.0
2025-10-10,Uruguay,Dominican Republic,1,0,Friendly,Malaysia,True,1908.0,1285.0
2025-10-10,Argentina,Venezuela,1,0,Friendly,United States,True,2111.0,1715.0
2025-10-11,Iraq,Indonesia,1,0,World Cup qualifier,Saudi Arabia,True,1573.0,1341.0
2025-10-11,Colombia,Mexico,4,0,Friendly,United States,True,1993.0,1847.0
2025-10-13,Uruguay,Uzbekistan,2,1,Friendly,Malaysia,True,1913.0,1714.0
2025-10-14,Iran,Tanzania,2,0,Friendly,United Arab Emirates,True,1764.0,1336.0
2025-10-14,Canada,Colombia,0,0,Friendly,United States,True,1789.0,1988.0
2025-10-14,Argentina,Puerto Rico,6,0,Friendly,United States,True,2111.0,1134.0
2025-11-13,DR Congo,Cameroon,1,0,World Cup qualifier,Morocco,True,1615.0,1559.0
2025-11-13,Algeria,Zimbabwe,3,1,Friendly,Saudi Arabia,True,1702.0,1336.0
2025-11-13,Cape Verde,Iran,0,0,Friendly tournament,United Arab Emirates,True,1557.0,1756.0
2025-11-13,Haiti,Costa Rica,1,0,World Cup qualifier,Curaçao,True,1527.0,1643.0
2025-11-14,Uzbekistan,Egypt,2,0,Friendly tournament,United Arab Emirates,True,1734.0,1648.0
2025-11-14,Venezuela,Australia,1,0,Friendly,United States,True,1727.0,1782.0
2025-11-15,Brazil,Senegal,2,0,Friendly,England,True,1986.0,1801.0
2025-11-15,Colombia,New Zealand,2,1,Friendly,United States,True,1990.0,1589.0
2025-11-16,DR Congo,Nigeria,1,1,World Cup qualifier,Morocco,True,1616.0,1627.0
2025-11-17,Cape Verde,Egypt,1,1,Friendly tournament,United Arab Emirates,True,1561.0,1644.0
2025-11-18,Colombia,Australia,3,0,Friendly,United States,True,1998.0,1774.0
2025-11-18,Ecuador,New Zealand,2,0,Friendly,United States,True,1933.0,1585.0
2025-11-18,Canada,Venezuela,2,0,Friendly,United States,True,1802.0,1715.0
2025-11-18,Paraguay,Mexico,2,1,Friendly,United States,True,1833.0,1835.0
2025-11-18,Iran,Uzbekistan,0,0,Friendly tournament,United Arab Emirates,True,1755.0,1735.0
2025-11-18,Brazil,Tunisia,1,1,Friendly,France,True,1978.0,1650.0
2025-11-18,Senegal,Kenya,8,0,Friendly,Turkey,True,1804.0,1344.0
2025-11-18,Haiti,Nicaragua,2,0,World Cup qualifier,Curaçao,True,1542.0,1328.0
2025-11-18,Jordan,Mali,0,0,Friendly,Tunisia,True,1609.0,1612.0
2025-12-01,Syria,Tunisia,1,0,Arab Cup,Qatar,True,1487.0,1620.0
2025-12-02,Saudi Arabia,Oman,2,1,Arab Cup,Qatar,True,1592.0,1460.0
2025-12-02,Morocco,Comoros,3,1,Arab Cup,Qatar,True,1833.0,1387.0
2025-12-02,Egypt,Kuwait,1,1,Arab Cup,Qatar,True,1630.0,1354.0
2025-12-03,Jordan,United Arab Emirates,2,1,Arab Cup,Qatar,True,1625.0,1516.0
2025-12-03,Iraq,Bahrain,2,1,Arab Cup,Qatar,True,1606.0,1400.0
2025-12-03,Algeria,Sudan,0,0,Arab Cup,Qatar,True,1702.0,1396.0
2025-12-04,Palestine,Tunisia,2,2,Arab Cup,Qatar,True,1483.0,1612.0
2025-12-05,Morocco,Oman,0,0,Arab Cup,Qatar,True,1817.0,1476.0
2025-12-05,Saudi Arabia,Comoros,3,1,Arab Cup,Qatar,True,1606.0,1373.0
2025-12-06,Jordan,Kuwait,3,1,Arab Cup,Qatar,True,1635.0,1344.0
2025-12-06,Iraq,Sudan,2,0,Arab Cup,Qatar,True,1620.0,1382.0
2025-12-06,Egypt,United Arab Emirates,1,1,Arab Cup,Qatar,True,1624.0,1522.0
2025-12-06,Algeria,Bahrain,5,1,Arab Cup,Qatar,True,1713.0,1389.0
2025-12-08,Morocco,Saudi Arabia,1,0,Arab Cup,Qatar,True,1826.0,1597.0
2025-12-09,Jordan,Egypt,3,0,Arab Cup,Qatar,True,1669.0,1590.0
2025-12-09,Algeria,Iraq,2,0,Arab Cup,Qatar,True,1735.0,1598.0
2025-12-11,Saudi Arabia,Palestine,2,1,Arab Cup,Qatar,True,1611.0,1469.0
2025-12-11,Morocco,Syria,1,0,Arab Cup,Qatar,True,1831.0,1486.0
2025-12-12,Algeria,United Arab Emirates,1,1,Arab Cup,Qatar,True,1725.0,1548.0
2025-12-12,Jordan,Iraq,1,0,Arab Cup,Qatar,True,1685.0,1582.0
2025-12-15,Morocco,United Arab Emirates,3,0,Arab Cup,Qatar,True,1842.0,1537.0
2025-12-15,Jordan,Saudi Arabia,1,0,Arab Cup,Qatar,True,1701.0,1595.0
2025-12-16,DR Congo,Zambia,2,0,Friendly,Spain,True,1622.0,1358.0
2025-12-18,Saudi Arabia,United Arab Emirates,0,0,Arab Cup,Qatar,True,1592.0,1540.0
2025-12-18,Morocco,Jordan,3,2,Arab Cup,Qatar,True,1854.0,1689.0
2025-12-21,Morocco,Comoros,2,0,African Nations Cup,Morocco,False,1856.0,1357.0
2025-12-22,South Africa,Angola,2,1,African Nations Cup,Morocco,True,1558.0,1549.0
2025-12-22,Egypt,Zimbabwe,2,1,African Nations Cup,Morocco,True,1608.0,1342.0
2025-12-23,DR Congo,Benin,1,0,African Nations Cup,Morocco,True,1635.0,1421.0
2025-12-23,Senegal,Botswana,3,0,African Nations Cup,Morocco,True,1809.0,1312.0
2025-12-23,Tunisia,Uganda,3,1,African Nations Cup,Morocco,True,1660.0,1416.0
2025-12-24,Ivory Coast,Mozambique,1,0,African Nations Cup,Morocco,True,1618.0,1369.0
