team,stage,opponent,meet_prob
Colombia,R32,Panama,0.06039
Colombia,R32,Ecuador,0.05926
Colombia,R32,Norway,0.04622
Colombia,R32,Senegal,0.04033
Colombia,R32,Turkey,0.01712
Colombia,R32,Ivory Coast,0.016
Colombia,R32,Paraguay,0.01295
Colombia,R32,Australia,0.01084
Colombia,R32,Germany,0.01055
Colombia,R32,United States,0.00893
Colombia,R32,Iraq,0.00625
Colombia,R32,Algeria,0.00349
Colombia,R32,Austria,0.00258
Colombia,R32,Curaçao,0.00246
Colombia,R32,France,0.00116
Colombia,R32,Jordan,0.0006
Colombia,R32,Argentina,3e-05
Colombia,SF,England,0.06525
Colombia,SF,France,0.03678
Colombia,SF,Brazil,0.03348
Colombia,SF,Netherlands,0.01866
Colombia,SF,Germany,0.01483
Colombia,SF,Morocco,0.01269
Colombia,SF,Senegal,0.00947
Colombia,SF,Japan,0.00932
Colombia,SF,Mexico,0.00861
Colombia,SF,Portugal,0.00714
Colombia,SF,Ivory Coast,0.00568
Colombia,SF,Ecuador,0.00515
Colombia,SF,Argentina,0.00458
Colombia,SF,Norway,0.00367
Colombia,SF,Scotland,0.00339
Colombia,SF,South Korea,0.00338
Colombia,SF,Spain,0.00319
Colombia,SF,Sweden,0.00267
Colombia,SF,Uruguay,0.00242
Colombia,SF,Switzerland,0.00198
Colombia,SF,Croatia,0.00134
Colombia,SF,Canada,0.00086
Colombia,SF,Czechia,0.00071
Colombia,SF,Turkey,0.00066
Colombia,SF,Belgium,0.00041
Colombia,SF,Australia,0.00036
Colombia,SF,United States,0.00035
Colombia,SF,Paraguay,0.00033
Colombia,SF,Algeria,0.00033
Colombia,SF,Austria,0.00024
Colombia,SF,Uzbekistan,0.00023
Colombia,SF,DR Congo,0.00023
Colombia,SF,Saudi Arabia,0.00013
Colombia,SF,Iran,0.00013
Colombia,SF,Tunisia,0.00011
Colombia,SF,Ghana,0.00011
Colombia,SF,Cape Verde,9e-05
Colombia,SF,South Africa,9e-05
Colombia,SF,Bosnia and Herzegovina,9e-05
Colombia,SF,Egypt,4e-05
Colombia,SF,Panama,2e-05
Colombia,SF,Curaçao,1e-05
Colombia,SF,Haiti,1e-05
Croatia,FINAL,Argentina,0.00633
Croatia,FINAL,England,0.00335
Croatia,FINAL,Portugal,0.00235
Croatia,FINAL,Spain,0.00229
Croatia,FINAL,Colombia,0.00222
Croatia,FINAL,France,0.0016
Croatia,FINAL,Brazil,0.00153
Croatia,FINAL,Netherlands,0.00085
Croatia,FINAL,Germany,0.00055
Croatia,FINAL,Uruguay,0.00048
Croatia,FINAL,Belgium,0.00044
Croatia,FINAL,Morocco,0.00038
Croatia,FINAL,Senegal,0.00035
Croatia,FINAL,Switzerland,0.00026
Croatia,FINAL,Japan,0.00024
Croatia,FINAL,Ivory Coast,0.0002
Croatia,FINAL,Mexico,0.00015
Croatia,FINAL,South Korea,0.00013
Croatia,FINAL,Austria,0.00012
Croatia,FINAL,Australia,0.00012
Croatia,FINAL,United States,0.00011
Croatia,FINAL,Algeria,0.00011
Croatia,FINAL,Ecuador,0.0001
Croatia,FINAL,Canada,9e-05
Croatia,FINAL,Scotland,7e-05
Croatia,FINAL,Turkey,6e-05
Croatia,FINAL,Egypt,4e-05
Croatia,FINAL,Paraguay,3e-05
Croatia,FINAL,Norway,2e-05
Croatia,FINAL,Uzbekistan,2e-05
Croatia,FINAL,Czechia,2e-05
Croatia,FINAL,Sweden,2e-05
Croatia,FINAL,Panama,1e-05
Croatia,FINAL,Cape Verde,1e-05
Croatia,FINAL,Iran,1e-05
Croatia,QF,Belgium,0.02574
Croatia,QF,United States,0.02064
Croatia,QF,Argentina,0.01634
Croatia,QF,Australia,0.01129
Croatia,QF,Iran,0.00643
Croatia,QF,Czechia,0.00487
Croatia,QF,Spain,0.00362
Croatia,QF,Uruguay,0.00319
Croatia,QF,Egypt,0.00315
Croatia,QF,Switzerland,0.00314
Croatia,QF,Brazil,0.00311
Croatia,QF,Ecuador,0.00273
Croatia,QF,Austria,0.00257
Croatia,QF,Senegal,0.00246
Croatia,QF,Algeria,0.00235
Croatia,QF,Norway,0.00222
Croatia,QF,Netherlands,0.00205
Croatia,QF,Turkey,0.00184
Croatia,QF,South Korea,0.00179
Croatia,QF,Canada,0.00153
Croatia,QF,Ivory Coast,0.00143
Croatia,QF,Germany,0.00142
Croatia,QF,Japan,0.00141
Croatia,QF,Mexico,0.00136
Croatia,QF,Morocco,0.00116
Croatia,QF,Paraguay,0.00114
Croatia,QF,Bosnia and Herzegovina,0.00097
Croatia,QF,Sweden,0.00072
Croatia,QF,Scotland,0.00052
Croatia,QF,South Africa,0.00051
Croatia,QF,France,0.00044
Croatia,QF,Saudi Arabia,0.00044
Croatia,QF,Cape Verde,0.00043
Croatia,QF,Qatar,0.00033
Croatia,QF,New Zealand,0.00026
Croatia,QF,Jordan,0.0001
Croatia,QF,Tunisia,7e-05
Croatia,QF,Iraq,3e-05
Croatia,R16,Spain,0.15456
Croatia,R16,Austria,0.04802
Croatia,R16,Uruguay,0.04366
Croatia,R16,Algeria,0.02446
Croatia,R16,Argentina,0.01507
Croatia,R16,Switzerland,0.01267
Croatia,R16,Canada,0.01105
Croatia,R16,Mexico,0.01072
Croatia,R16,Ecuador,0.00436
Croatia,R16,South Korea,0.0032
Croatia,R16,Cape Verde,0.00319
Croatia,R16,Saudi Arabia,0.00241
Croatia,R16,Egypt,0.00227
Croatia,R16,Belgium,0.0022
Croatia,R16,Iran,0.00215
Croatia,R16,Bosnia and Herzegovina,0.00177
Croatia,R16,Scotland,0.00111
Croatia,R16,Germany,0.00096
Croatia,R16,New Zealand,0.00095
Croatia,R16,Ivory Coast,0.00092
Croatia,R16,Morocco,0.00086
Croatia,R16,Brazil,0.00084
Croatia,R16,Senegal,0.00069
Croatia,R16,Jordan,0.00065
Croatia,R16,Qatar,0.00059
Croatia,R16,Czechia,0.00053
Croatia,R16,Norway,0.00044
Croatia,R16,Sweden,0.00028
Croatia,R16,Japan,0.00016
Croatia,R16,Netherlands,0.00012
Croatia,R16,Haiti,8e-05
Croatia,R16,South Africa,4e-05
Croatia,R16,Tunisia,3e-05
Croatia,R16,Curaçao,3e-05
Croatia,R16,France,1e-05
Croatia,R32,Portugal,0.35662
Croatia,R32,Colombia,0.30364
Croatia,R32,DR Congo,0.09596
Croatia,R32,Uzbekistan,0.06499
Croatia,R32,Norway,0.00474
Croatia,R32,Senegal,0.00458
Croatia,R32,Ecuador,0.00354
Croatia,R32,Ivory Coast,0.0011
Croatia,R32,Iraq,0.00076
Croatia,R32,Germany,0.00073
Croatia,R32,Algeria,0.00047
Croatia,R32,Austria,0.00034
Croatia,R32,Cape Verde,0.00015
Croatia,R32,France,0.00014
Croatia,R32,Saudi Arabia,0.00013
Croatia,R32,Curaçao,0.0001
Croatia,R32,Jordan,9e-05
Croatia,R32,Uruguay,9e-05
Croatia,R32,Spain,2e-05
Croatia,SF,France,0.02414
Croatia,SF,Germany,0.00707
Croatia,SF,Netherlands,0.00628
Croatia,SF,Brazil,0.00546
Croatia,SF,Morocco,0.00354
Croatia,SF,England,0.00271
Croatia,SF,Argentina,0.00268
Croatia,SF,Japan,0.00247
Croatia,SF,Colombia,0.00134
Croatia,SF,Switzerland,0.00121
Croatia,SF,Ivory Coast,0.00115
Croatia,SF,South Korea,0.00111
Croatia,SF,Portugal,0.00099
Croatia,SF,Sweden,0.0009
Croatia,SF,Mexico,0.00084
Croatia,SF,Scotland,0.00082
Croatia,SF,Canada,0.00056
Croatia,SF,Senegal,0.00055
Croatia,SF,Spain,0.00055
Croatia,SF,Turkey,0.00048
Croatia,SF,Norway,0.00044
Croatia,SF,Ecuador,0.00041
Croatia,SF,Uruguay,0.00038
Croatia,SF,Czechia,0.00036
Croatia,SF,United States,0.00026
Croatia,SF,Australia,0.00021
Croatia,SF,Paraguay,0.0002
Croatia,SF,Austria,0.00013
Croatia,SF,Belgium,0.00012
Croatia,SF,Bosnia and Herzegovina,9e-05
Croatia,SF,Egypt,7e-05
Croatia,SF,South Africa,7e-05
Croatia,SF,Algeria,6e-05
Croatia,SF,Tunisia,5e-05
Croatia,SF,Iran,4e-05
Croatia,SF,Qatar,3e-05
Croatia,SF,Ghana,3e-05
Croatia,SF,DR Congo,2e-05
Croatia,SF,Saudi Arabia,2e-05
Croatia,SF,Uzbekistan,1e-05
Croatia,SF,Cape Verde,1e-05
Curaçao,QF,England,6e-05
Curaçao,QF,Spain,4e-05
Curaçao,QF,Argentina,2e-05
Curaçao,QF,Norway,2e-05
Curaçao,QF,South Korea,1e-05
Curaçao,QF,Australia,1e-05
Curaçao,QF,Colombia,1e-05
Curaçao,QF,Uruguay,1e-05
Curaçao,QF,Netherlands,1e-05
Curaçao,QF,Brazil,1e-05
Curaçao,R16,England,0.00049
Curaçao,R16,Colombia,0.00038
Curaçao,R16,Brazil,0.00032
Curaçao,R16,Japan,0.00023
Curaçao,R16,Netherlands,0.00022
Curaçao,R16,Morocco,0.00018
Curaçao,R16,Belgium,0.00016
Curaçao,R16,United States,0.00011
Curaçao,R16,Portugal,9e-05
Curaçao,R16,Switzerland,9e-05
Curaçao,R16,Iran,7e-05
Curaçao,R16,Scotland,7e-05
Curaçao,R16,Sweden,7e-05
Curaçao,R16,France,6e-05
Curaçao,R16,Canada,6e-05
Curaçao,R16,Norway,4e-05
Curaçao,R16,Senegal,4e-05
Curaçao,R16,Algeria,4e-05
Curaçao,R16,Czechia,4e-05
Curaçao,R16,Tunisia,3e-05
Curaçao,R16,Croatia,3e-05
Curaçao,R16,Uzbekistan,3e-05
Curaçao,R16,Mexico,2e-05
Curaçao,R16,Australia,2e-05
Curaçao,R16,Uruguay,2e-05
Curaçao,R16,South Korea,2e-05
Curaçao,R16,Cape Verde,1e-05
Curaçao,R16,Austria,1e-05
Curaçao,R16,Bosnia and Herzegovina,1e-05
Curaçao,R16,Haiti,1e-05
Curaçao,R16,Ghana,1e-05
Curaçao,R16,DR Congo,1e-05
Curaçao,R16,Egypt,1e-05
Curaçao,R16,New Zealand,1e-05
Curaçao,R16,Saudi Arabia,1e-05
Curaçao,R16,Paraguay,1e-05
Curaçao,R32,Norway,0.00713
Curaçao,R32,Senegal,0.0056
Curaçao,R32,Mexico,0.00535
Curaçao,R32,England,0.00294
Curaçao,R32,Colombia,0.00246
Curaçao,R32,South Korea,0.00242
Curaçao,R32,United States,0.00239
Curaçao,R32,Australia,0.00178
Curaçao,R32,Switzerland,0.00163
Curaçao,R32,Portugal,0.00136
Curaçao,R32,Canada,0.00128
Curaçao,R32,France,0.0007
Curaçao,R32,Bosnia and Herzegovina,0.00042
Curaçao,R32,Belgium,0.00039
Curaçao,R32,Czechia,0.00025
Curaçao,R32,Iran,0.00025
Curaçao,R32,Paraguay,0.00024
Curaçao,R32,Turkey,0.00022
Curaçao,R32,Qatar,0.00021
Curaçao,R32,Iraq,0.00015
Curaçao,R32,Egypt,0.00013
Curaçao,R32,Scotland,0.0001
Curaçao,R32,Croatia,0.0001
Curaçao,R32,Ghana,9e-05
Curaçao,R32,DR Congo,9e-05
Curaçao,R32,Brazil,5e-05
Curaçao,R32,South Africa,4e-05
Curaçao,R32,Haiti,4e-05
Curaçao,R32,Morocco,4e-05
Curaçao,R32,New Zealand,3e-05
Curaçao,R32,Uzbekistan,3e-05
Curaçao,R32,Panama,2e-05
Curaçao,SF,Spain,1e-05
Curaçao,SF,Colombia,1e-05
Curaçao,SF,Portugal,1e-05
Czechia,FINAL,Argentina,0.00118
Czechia,FINAL,England,0.00062
Czechia,FINAL,Portugal,0.00045
Czechia,FINAL,Spain,0.00043
Czechia,FINAL,Colombia,0.00042
Czechia,FINAL,Brazil,0.0004
Czechia,FINAL,France,0.00032
Czechia,FINAL,Netherlands,0.0002
Czechia,FINAL,Belgium,0.0001
Czechia,FINAL,Senegal,9e-05
Czechia,FINAL,Germany,8e-05
Czechia,FINAL,Morocco,6e-05
Czechia,FINAL,Uruguay,6e-05
Czechia,FINAL,Japan,4e-05
Czechia,FINAL,Switzerland,4e-05
Czechia,FINAL,Ivory Coast,3e-05
Czechia,FINAL,Austria,3e-05
Czechia,FINAL,Canada,2e-05
Czechia,FINAL,Algeria,2e-05
Czechia,FINAL,United States,2e-05
Czechia,FINAL,Croatia,2e-05
Czechia,FINAL,Mexico,2e-05
Czechia,FINAL,Turkey,1e-05
Czechia,FINAL,Australia,1e-05
Czechia,FINAL,Ecuador,1e-05
Czechia,FINAL,Sweden,1e-05
Czechia,FINAL,Saudi Arabia,1e-05
Czechia,FINAL,Norway,1e-05
Czechia,QF,Spain,0.02052
Czechia,QF,France,0.01827
Czechia,QF,Portugal,0.00893
Czechia,QF,Germany,0.00638
Czechia,QF,Colombia,0.00567
Czechia,QF,Croatia,0.00487
Czechia,QF,Uruguay,0.00425
Czechia,QF,Austria,0.00366
Czechia,QF,Brazil,0.00207
Czechia,QF,Argentina,0.00188
Czechia,QF,Algeria,0.00164
Czechia,QF,Netherlands,0.00155
Czechia,QF,Ivory Coast,0.00145
Czechia,QF,Japan,0.00111
Czechia,QF,Morocco,0.00098
Czechia,QF,Norway,0.00086
Czechia,QF,Sweden,0.00074
Czechia,QF,England,0.00069
Czechia,QF,Senegal,0.00068
Czechia,QF,Scotland,0.00057
Czechia,QF,Turkey,0.0005
Czechia,QF,Ecuador,0.00045
Czechia,QF,Ghana,0.00032
Czechia,QF,DR Congo,0.00032
Czechia,QF,United States,0.00026
Czechia,QF,Paraguay,0.00025
Czechia,QF,Australia,0.00017
Czechia,QF,Uzbekistan,0.00015
Czechia,QF,Panama,0.00012
Czechia,QF,Cape Verde,0.0001
Czechia,QF,Saudi Arabia,7e-05
Czechia,QF,Tunisia,7e-05
Czechia,QF,Belgium,6e-05
Czechia,QF,Mexico,5e-05
Czechia,QF,Iran,3e-05
Czechia,QF,South Korea,3e-05
Czechia,QF,Iraq,2e-05
Czechia,QF,Switzerland,2e-05
Czechia,QF,Egypt,2e-05
Czechia,R16,United States,0.0509
Czechia,R16,Australia,0.03077
Czechia,R16,Netherlands,0.02892
Czechia,R16,Morocco,0.01983
Czechia,R16,Brazil,0.01788
Czechia,R16,England,0.01719
Czechia,R16,Sweden,0.0128
Czechia,R16,Japan,0.0126
Czechia,R16,Scotland,0.00936
Czechia,R16,Switzerland,0.00695
Czechia,R16,Ecuador,0.00619
Czechia,R16,Canada,0.00573
Czechia,R16,Bosnia and Herzegovina,0.00531
Czechia,R16,Algeria,0.00417
Czechia,R16,Turkey,0.00325
Czechia,R16,Senegal,0.0029
Czechia,R16,Austria,0.00268
Czechia,R16,Norway,0.0022
Czechia,R16,Qatar,0.00212
Czechia,R16,Paraguay,0.00209
Czechia,R16,France,0.00138
Czechia,R16,Germany,0.00135
Czechia,R16,Ivory Coast,0.00109
Czechia,R16,Portugal,0.001
Czechia,R16,DR Congo,0.00062
Czechia,R16,Tunisia,0.00058
Czechia,R16,Croatia,0.00053
Czechia,R16,Colombia,0.00041
Czechia,R16,Jordan,0.00041
Czechia,R16,Uzbekistan,0.00039
Czechia,R16,Haiti,0.00026
Czechia,R16,Ghana,0.00021
Czechia,R16,Iraq,0.00014
Czechia,R16,Belgium,5e-05
Czechia,R16,Argentina,5e-05
Czechia,R16,Curaçao,4e-05
Czechia,R16,Panama,3e-05
Czechia,R16,Iran,1e-05
Czechia,R16,Uruguay,1e-05
Czechia,R16,Cape Verde,1e-05
Czechia,R16,Egypt,1e-05
Czechia,R16,Spain,1e-05
Czechia,R32,Belgium,0.20115
Czechia,R32,Iran,0.07965
Czechia,R32,Canada,0.0591
Czechia,R32,Egypt,0.05602
Czechia,R32,Switzerland,0.04826
Czechia,R32,Bosnia and Herzegovina,0.03869
Czechia,R32,Qatar,0.02535
Czechia,R32,New Zealand,0.01468
Czechia,R32,Cape Verde,0.00896
Czechia,R32,Saudi Arabia,0.00694
Czechia,R32,Ecuador,0.00694
Czechia,R32,Germany,0.0055
Czechia,R32,Scotland,0.00484
Czechia,R32,Uruguay,0.00454
Czechia,R32,Ivory Coast,0.00325
Czechia,R32,Morocco,0.00256
Czechia,R32,Spain,0.00161
Czechia,R32,Brazil,0.00138
Czechia,R32,Haiti,0.00091
Czechia,R32,Norway,0.00031
Czechia,R32,Senegal,0.00026
Czechia,R32,Curaçao,0.00025
Czechia,R32,Sweden,6e-05
Czechia,R32,Iraq,3e-05
Czechia,R32,Netherlands,1e-05
Czechia,R32,Japan,1e-05
Czechia,SF,France,0.0054
Czechia,SF,Spain,0.00227
Czechia,SF,Germany,0.00122
Czechia,SF,Portugal,0.00116
Czechia,SF,Netherlands,0.00114
Czechia,SF,Argentina,0.00102
Czechia,SF,Brazil,0.00082
Czechia,SF,Belgium,0.00071
Czechia,SF,Colombia,0.00071
Czechia,SF,Morocco,0.00056
Czechia,SF,United States,0.00043
Czechia,SF,Croatia,0.00036
Czechia,SF,Uruguay,0.00036
Czechia,SF,South Korea,0.00035
Czechia,SF,Japan,0.00035
Czechia,SF,Switzerland,0.00029
Czechia,SF,Austria,0.00028
Czechia,SF,Ivory Coast,0.00021
Czechia,SF,Mexico,0.00021
Czechia,SF,Algeria,0.00018
Czechia,SF,Sweden,0.00017
Czechia,SF,Canada,0.00016
Czechia,SF,Australia,0.00016
Czechia,SF,Scotland,0.00015
Czechia,SF,Turkey,0.00012
Czechia,SF,England,0.0001
Czechia,SF,Iran,6e-05
Czechia,SF,Senegal,6e-05
Czechia,SF,Norway,5e-05
Czechia,SF,Paraguay,5e-05
Czechia,SF,Ecuador,4e-05
Czechia,SF,Egypt,3e-05
Czechia,SF,Uzbekistan,3e-05
Czechia,SF,DR Congo,2e-05
Czechia,SF,Bosnia and Herzegovina,2e-05
Czechia,SF,South Africa,2e-05
Czechia,SF,Saudi Arabia,1e-05
Czechia,SF,Ghana,1e-05
Czechia,SF,Panama,1e-05
Czechia,SF,New Zealand,1e-05
DR Congo,FINAL,Argentina,0.00011
DR Congo,FINAL,France,9e-05
DR Congo,FINAL,Spain,6e-05
DR Congo,FINAL,Netherlands,5e-05
DR Congo,FINAL,Brazil,4e-05
DR Congo,FINAL,Portugal,3e-05
DR Congo,FINAL,Morocco,2e-05
DR Congo,FINAL,Germany,2e-05
DR Congo,FINAL,Colombia,2e-05
DR Congo,FINAL,England,2e-05
DR Congo,FINAL,Paraguay,1e-05
DR Congo,FINAL,Uruguay,1e-05
DR Congo,FINAL,Belgium,1e-05
DR Congo,FINAL,Sweden,1e-05
DR Congo,FINAL,Switzerland,1e-05
DR Congo,FINAL,Japan,1e-05
DR Congo,FINAL,Algeria,1e-05
DR Congo,FINAL,Ivory Coast,1e-05
DR Congo,QF,Argentina,0.00229
DR Congo,QF,Brazil,0.00167
DR Congo,QF,Belgium,0.00156
DR Congo,QF,United States,0.0012
DR Congo,QF,Netherlands,0.00079
DR Congo,QF,Australia,0.00072
DR Congo,QF,Japan,0.0007
DR Congo,QF,Senegal,0.00063
DR Congo,QF,Norway,0.00062
DR Congo,QF,Morocco,0.00058
DR Congo,QF,Ivory Coast,0.00058
DR Congo,QF,Spain,0.00045
DR Congo,QF,Uruguay,0.00043
DR Congo,QF,Germany,0.00041
DR Congo,QF,Ecuador,0.0004
DR Congo,QF,Iran,0.00038
DR Congo,QF,Czechia,0.00032
DR Congo,QF,France,0.00028
DR Congo,QF,Scotland,0.00022
DR Congo,QF,Turkey,0.00022
DR Congo,QF,Sweden,0.00018
DR Congo,QF,Egypt,0.00017
DR Congo,QF,Austria,0.00015
DR Congo,QF,Algeria,0.00015
DR Congo,QF,Switzerland,0.00012
DR Congo,QF,Canada,9e-05
DR Congo,QF,South Korea,9e-05
DR Congo,QF,Paraguay,8e-05
DR Congo,QF,Bosnia and Herzegovina,8e-05
DR Congo,QF,Cape Verde,7e-05
DR Congo,QF,South Africa,6e-05
DR Congo,QF,Mexico,5e-05
DR Congo,QF,Qatar,2e-05
DR Congo,QF,Jordan,2e-05
DR Congo,QF,Saudi Arabia,1e-05
DR Congo,QF,Tunisia,1e-05
DR Congo,R16,Spain,0.02298
DR Congo,R16,Mexico,0.01165
DR Congo,R16,Austria,0.00808
DR Congo,R16,Uruguay,0.00699
DR Congo,R16,Algeria,0.00386
DR Congo,R16,South Korea,0.00362
DR Congo,R16,Ecuador,0.00318
DR Congo,R16,Switzerland,0.00308
DR Congo,R16,Canada,0.00256
DR Congo,R16,Argentina,0.00189
DR Congo,R16,Morocco,0.00102
DR Congo,R16,Scotland,0.00099
DR Congo,R16,Saudi Arabia,0.00095
DR Congo,R16,Cape Verde,0.00088
DR Congo,R16,Brazil,0.00087
DR Congo,R16,Ivory Coast,0.00067
DR Congo,R16,Germany,0.00065
DR Congo,R16,Czechia,0.00062
DR Congo,R16,Belgium,0.00058
DR Congo,R16,Iran,0.00049
DR Congo,R16,Egypt,0.00044
DR Congo,R16,Bosnia and Herzegovina,0.00036
DR Congo,R16,Senegal,0.00024
DR Congo,R16,Qatar,0.00018
DR Congo,R16,New Zealand,0.00018
DR Congo,R16,Norway,0.00018
DR Congo,R16,Jordan,0.00014
DR Congo,R16,Haiti,0.0001
DR Congo,R16,Sweden,5e-05
DR Congo,R16,Japan,5e-05
DR Congo,R16,Netherlands,4e-05
DR Congo,R16,South Africa,3e-05
DR Congo,R16,France,2e-05
DR Congo,R16,Iraq,1e-05
DR Congo,R16,Curaçao,1e-05
DR Congo,R32,England,0.22624
DR Congo,R32,Croatia,0.09596
DR Congo,R32,Ghana,0.04665
DR Congo,R32,Panama,0.00867
DR Congo,R32,Norway,0.00287
DR Congo,R32,Senegal,0.00262
DR Congo,R32,Ecuador,0.00191
DR Congo,R32,Ivory Coast,0.0006
DR Congo,R32,Turkey,0.00053
DR Congo,R32,Australia,0.00039
DR Congo,R32,Germany,0.00037
DR Congo,R32,Paraguay,0.00032
DR Congo,R32,Iraq,0.00028
DR Congo,R32,Austria,0.00022
DR Congo,R32,Algeria,0.0002
DR Congo,R32,United States,0.00019
DR Congo,R32,Curaçao,9e-05
DR Congo,R32,France,8e-05
DR Congo,R32,Jordan,6e-05
DR Congo,SF,France,0.00079
DR Congo,SF,Argentina,0.00059
DR Congo,SF,Portugal,0.00027
DR Congo,SF,Colombia,0.00023
DR Congo,SF,Netherlands,0.00017
DR Congo,SF,England,0.00017
DR Congo,SF,Germany,0.00017
DR Congo,SF,Brazil,0.00017
DR Congo,SF,Spain,0.00015
DR Congo,SF,Morocco,0.00014
DR Congo,SF,Switzerland,0.0001
DR Congo,SF,Japan,8e-05
DR Congo,SF,Ivory Coast,5e-05
DR Congo,SF,Senegal,5e-05
DR Congo,SF,Uruguay,5e-05
DR Congo,SF,Turkey,5e-05
DR Congo,SF,Belgium,4e-05
DR Congo,SF,Ecuador,4e-05
DR Congo,SF,Scotland,4e-05
DR Congo,SF,Sweden,4e-05
DR Congo,SF,Croatia,2e-05
DR Congo,SF,Australia,2e-05
DR Congo,SF,Czechia,2e-05
DR Congo,SF,Mexico,2e-05
DR Congo,SF,United States,2e-05
DR Congo,SF,Iran,2e-05
DR Congo,SF,South Korea,2e-05
DR Congo,SF,Canada,1e-05
DR Congo,SF,Algeria,1e-05
DR Congo,SF,Paraguay,1e-05
DR Congo,SF,Austria,1e-05
Ecuador,FINAL,France,0.00237
Ecuador,FINAL,Spain,0.00187
Ecuador,FINAL,Portugal,0.00092
Ecuador,FINAL,Argentina,0.00089
Ecuador,FINAL,Colombia,0.00068
Ecuador,FINAL,Brazil,0.00059
Ecuador,FINAL,Germany,0.00048
Ecuador,FINAL,Belgium,0.00048
Ecuador,FINAL,Netherlands,0.00046
Ecuador,FINAL,England,0.00043
Ecuador,FINAL,Morocco,0.00033
Ecuador,FINAL,Uruguay,0.00031
Ecuador,FINAL,United States,0.00024
Ecuador,FINAL,Japan,0.00021
Ecuador,FINAL,Austria,0.00016
Ecuador,FINAL,Senegal,0.00011
Ecuador,FINAL,Croatia,0.0001
Ecuador,FINAL,Algeria,8e-05
Ecuador,FINAL,Ivory Coast,7e-05
Ecuador,FINAL,Switzerland,6e-05
Ecuador,FINAL,Canada,6e-05
Ecuador,FINAL,Turkey,5e-05
Ecuador,FINAL,Australia,5e-05
Ecuador,FINAL,Sweden,5e-05
Ecuador,FINAL,Iran,5e-05
Ecuador,FINAL,South Korea,3e-05
Ecuador,FINAL,Scotland,3e-05
Ecuador,FINAL,Mexico,2e-05
Ecuador,FINAL,Saudi Arabia,1e-05
Ecuador,FINAL,Norway,1e-05
Ecuador,FINAL,Czechia,1e-05
Ecuador,FINAL,Egypt,1e-05
Ecuador,QF,England,0.02693
Ecuador,QF,Argentina,0.01568
Ecuador,QF,Spain,0.01234
Ecuador,QF,Brazil,0.00899
Ecuador,QF,Portugal,0.00658
Ecuador,QF,Mexico,0.00589
Ecuador,QF,Uruguay,0.00483
Ecuador,QF,Germany,0.00455
Ecuador,QF,Netherlands,0.00435
Ecuador,QF,Ivory Coast,0.0042
Ecuador,QF,Senegal,0.00417
Ecuador,QF,Morocco,0.00349
Ecuador,QF,Colombia,0.00308
Ecuador,QF,Japan,0.00286
Ecuador,QF,Norway,0.00275
Ecuador,QF,Croatia,0.00273
Ecuador,QF,Austria,0.00264
Ecuador,QF,South Korea,0.002
Ecuador,QF,Scotland,0.00169
Ecuador,QF,Sweden,0.00134
Ecuador,QF,France,0.001
Ecuador,QF,Australia,0.00091
Ecuador,QF,Belgium,0.00091
Ecuador,QF,Algeria,0.00091
Ecuador,QF,United States,0.00077
Ecuador,QF,Turkey,0.00051
Ecuador,QF,Czechia,0.00045
Ecuador,QF,Uzbekistan,0.00041
Ecuador,QF,DR Congo,0.0004
Ecuador,QF,Egypt,0.00039
Ecuador,QF,Switzerland,0.00034
Ecuador,QF,Iran,0.00034
Ecuador,QF,Paraguay,0.00031
Ecuador,QF,Cape Verde,0.00028
Ecuador,QF,Saudi Arabia,0.00026
Ecuador,QF,Ghana,0.00018
Ecuador,QF,Canada,0.00016
Ecuador,QF,Tunisia,0.0001
Ecuador,QF,Bosnia and Herzegovina,8e-05
Ecuador,QF,Panama,4e-05
Ecuador,QF,Qatar,4e-05
Ecuador,QF,South Africa,3e-05
Ecuador,QF,Haiti,2e-05
Ecuador,QF,New Zealand,2e-05
Ecuador,R16,England,0.06192
Ecuador,R16,Brazil,0.04148
Ecuador,R16,Colombia,0.02314
Ecuador,R16,Netherlands,0.0221
Ecuador,R16,Japan,0.01975
Ecuador,R16,Belgium,0.01901
Ecuador,R16,Morocco,0.01746
Ecuador,R16,Portugal,0.01634
Ecuador,R16,France,0.01203
Ecuador,R16,Scotland,0.01139
Ecuador,R16,Sweden,0.01049
Ecuador,R16,Mexico,0.00894
Ecuador,R16,Switzerland,0.0075
Ecuador,R16,Iran,0.00711
Ecuador,R16,Canada,0.00626
Ecuador,R16,Czechia,0.00619
Ecuador,R16,South Korea,0.00485
Ecuador,R16,Egypt,0.00482
Ecuador,R16,Croatia,0.00436
Ecuador,R16,Senegal,0.0042
Ecuador,R16,United States,0.00338
Ecuador,R16,DR Congo,0.00318
Ecuador,R16,Norway,0.00292
Ecuador,R16,Algeria,0.00289
Ecuador,R16,Ghana,0.00257
Ecuador,R16,Uruguay,0.0023
Ecuador,R16,Uzbekistan,0.00212
Ecuador,R16,Australia,0.00203
Ecuador,R16,Austria,0.00201
Ecuador,R16,Spain,0.00155
Ecuador,R16,New Zealand,0.00148
Ecuador,R16,Bosnia and Herzegovina,0.00142
Ecuador,R16,Saudi Arabia,0.00141
Ecuador,R16,Cape Verde,0.00113
Ecuador,R16,South Africa,0.00107
Ecuador,R16,Turkey,0.0008
Ecuador,R16,Tunisia,0.00072
Ecuador,R16,Panama,0.00063
Ecuador,R16,Paraguay,0.00045
Ecuador,R16,Qatar,0.00042
Ecuador,R16,Jordan,0.00038
